Customer_ID,Customer_Name,Region,Segment,City,State,Country,Market,Market2
IM-150703,"Irene Maddox",South,Consumer,"Villa Nueva","Santa Ana",Mexico,LATAM,LATAM
IM-150704,"Irene Maddox",West,Consumer,Seattle,Wisconsin,"United States",US,"North America"
IM-50551,"Ionia McGrath",Africa,Consumer,Tetouan,Tanger-Tétouan,"Republic of the Congo",Africa,Africa
IM-50552,"Ionia McGrath",EMEA,Consumer,Saqqez,"Razavi Khorasan",Turkey,EMEA,EMEA
IM-50701,"Irene Maddox",Africa,Consumer,Westonaria,Gauteng,"South Africa",Africa,Africa
IM-50702,"Irene Maddox",EMEA,Consumer,Shiraz,"Razavi Khorasan",Ukraine,EMEA,EMEA
JA-159701,"Joseph Airdo","Southeast Asia",Consumer,"Phnom Penh","Phnom Penh",Thailand,APAC,APAC
JA-159702,"Joseph Airdo",South,Consumer,Wolverhampton,Sicily,"United Kingdom",EU,EU
JA-159703,"Joseph Airdo",Central,Consumer,Tegucigalpa,"San Salvador",Honduras,LATAM,LATAM
JA-159704,"Joseph Airdo",West,Consumer,Springfield,Pennsylvania,"United States",US,"North America"
JA-59701,"Joseph Airdo",Africa,Consumer,Pretoria,Gauteng,Tanzania,Africa,Africa
JA-59702,"Joseph Airdo",EMEA,Consumer,Mersin,Mersin,Ukraine,EMEA,EMEA
JB-154001,"Jennifer Braxton",Oceania,Corporate,Sanming,Sindh,Pakistan,APAC,APAC
JB-154002,"Jennifer Braxton",South,Corporate,Viterbo,Utrecht,"United Kingdom",EU,EU
JB-154003,"Jennifer Braxton",South,Corporate,Torreón,Quezaltenango,Peru,LATAM,LATAM
JB-154004,"Jennifer Braxton",West,Corporate,Tampa,Wisconsin,"United States",US,"North America"
JB-159251,"Joni Blumstein","Southeast Asia",Consumer,Traralgon,Yunnan,Indonesia,APAC,APAC
JB-159252,"Joni Blumstein",Central,Consumer,Trier,Rhône-Alpes,Netherlands,EU,EU
JB-159253,"Joni Blumstein",North,Consumer,"Santo Domingo","Santo Domingo",Mexico,LATAM,LATAM
JB-159254,"Joni Blumstein",West,Consumer,"Los Angeles",Texas,"United States",US,"North America"
JB-160001,"Joy Bell-","Southeast Asia",Consumer,Zhenjiang,Zhejiang,Philippines,APAC,APAC
JB-160002,"Joy Bell-",South,Consumer,Velletri,Rhône-Alpes,"United Kingdom",EU,EU
JB-160003,"Joy Bell-",South,Consumer,Salvador,"Provincia de Buenos Aires",Nicaragua,LATAM,LATAM
JB-160004,"Joy Bell-",West,Consumer,"Salt Lake City",Washington,"United States",US,"North America"
JB-160451,"Julia Barnett","Southeast Asia","Home Office",Xining,Qinghai,Philippines,APAC,APAC
JB-160452,"Julia Barnett",South,"Home Office","Reggio nell'Emilia",Wales,"United Kingdom",EU,EU
JB-160453,"Julia Barnett",South,"Home Office",Sucre,Tamaulipas,Nicaragua,LATAM,LATAM
JB-160454,"Julia Barnett",West,"Home Office",Philadelphia,Pennsylvania,"United States",US,"North America"
JB-54001,"Jennifer Braxton",Africa,Corporate,Soweto,Lagunes,"South Africa",Africa,Africa
JB-54002,"Jennifer Braxton",EMEA,Corporate,Zagreb,Makkah,"Saudi Arabia",EMEA,EMEA
JB-59251,"Joni Blumstein",Africa,Consumer,Zaria,Kaduna,Nigeria,Africa,Africa
JB-59252,"Joni Blumstein",EMEA,Consumer,Shkoder,Southern,Ukraine,EMEA,EMEA
JB-60001,"Joy Bell-",Africa,Consumer,Potchefstroom,Orientale,"South Africa",Africa,Africa
JB-60002,"Joy Bell-",EMEA,Consumer,Uman',Siirt,Ukraine,EMEA,EMEA
JB-60451,"Julia Barnett",Africa,"Home Office",Kalemie,Katanga,Zimbabwe,Africa,Africa
JB-60452,"Julia Barnett",EMEA,"Home Office",Ternopil',Ternopil',Ukraine,EMEA,EMEA
JC-153401,"Jasper Cacioppo","Southeast Asia",Consumer,Shanghai,Shanghai,Philippines,APAC,APAC
JC-153402,"Jasper Cacioppo",North,Consumer,Warrington,"Provence-Alpes-Côte d'Azur","United Kingdom",EU,EU
JC-153403,"Jasper Cacioppo",South,Consumer,Tlalpan,Panama,Panama,LATAM,LATAM
JC-153404,"Jasper Cacioppo",West,Consumer,Riverside,Pennsylvania,"United States",US,"North America"
JC-153851,"Jenna Caffey",Oceania,Consumer,Wuhan,Wellington,"New Zealand",APAC,APAC
JC-153852,"Jenna Caffey",South,Consumer,Wiesbaden,"Upper Normandy","United Kingdom",EU,EU
JC-153853,"Jenna Caffey",South,Consumer,"Santo Domingo",Sinaloa,Panama,LATAM,LATAM
JC-153854,"Jenna Caffey",West,Consumer,Kent,Washington,"United States",US,"North America"
JC-157751,"John Castell","Southeast Asia",Consumer,Satna,Victoria,Philippines,APAC,APAC
JC-157752,"John Castell",North,Consumer,Waterlooville,"South Holland","United Kingdom",EU,EU
JC-157753,"John Castell",Central,Consumer,"San Salvador","San Salvador",Guatemala,LATAM,LATAM
JC-157754,"John Castell",West,Consumer,Tallahassee,Washington,"United States",US,"North America"
JC-161051,"Julie Creighton","Southeast Asia",Corporate,Thane,Sindh,Pakistan,APAC,APAC
JC-161052,"Julie Creighton",South,Corporate,"West Bromwich",Stockholm,"United Kingdom",EU,EU
JC-161053,"Julie Creighton",South,Corporate,Yopal,Sonora,Mexico,LATAM,LATAM
JC-161054,"Julie Creighton",West,Corporate,Rochester,"North Carolina","United States",US,"North America"
JC-53401,"Jasper Cacioppo",Africa,Consumer,Niamey,Niamey,Uganda,Africa,Africa
JC-53402,"Jasper Cacioppo",EMEA,Consumer,Varna,Varna,Bulgaria,EMEA,EMEA
JC-53851,"Jenna Caffey",Africa,Consumer,Nairobi,Nairobi,Swaziland,Africa,Africa
JC-53852,"Jenna Caffey",EMEA,Consumer,Panevezys,Panevezys,Russia,EMEA,EMEA
JC-57751,"John Castell",Africa,Consumer,Maradi,Maradi,Zimbabwe,Africa,Africa
JC-57752,"John Castell",EMEA,Consumer,Trabzon,Trabzon,Ukraine,EMEA,EMEA
JC-61051,"Julie Creighton",Africa,Corporate,Lagos,Lagos,Nigeria,Africa,Africa
JC-61052,"Julie Creighton",EMEA,Corporate,Vilnius,Vilnius,Turkey,EMEA,EMEA
JD-157901,"John Dryer","Southeast Asia",Consumer,Valenzuela,Singapore,Vietnam,APAC,APAC
JD-157902,"John Dryer",North,Consumer,Turku,"North Rhine-Westphalia",Germany,EU,EU
JD-157903,"John Dryer",South,Consumer,"Santiago de Cuba",Yucatán,Panama,LATAM,LATAM
JD-157904,"John Dryer",West,Consumer,"Los Angeles",Texas,"United States",US,"North America"
JD-158951,"Jonathan Doherty","Southeast Asia",Corporate,Yangon,Yangon,"Myanmar (Burma)",APAC,APAC
JD-158952,"Jonathan Doherty",South,Corporate,Oosterhout,"Västra Götaland",Sweden,EU,EU
JD-158953,"Jonathan Doherty",South,Corporate,Zapopan,Sonora,Mexico,LATAM,LATAM
JD-158954,"Jonathan Doherty",West,Corporate,Riverside,Virginia,"United States",US,"North America"
JD-160151,"Joy Daniels","Southeast Asia",Consumer,"Palmerston North","Tamil Nadu",Philippines,APAC,APAC
JD-160152,"Joy Daniels",South,Consumer,Wolverhampton,Scotland,"United Kingdom",EU,EU
JD-160153,"Joy Daniels",South,Consumer,"Santo Domingo",Veracruz,Panama,LATAM,LATAM
JD-160154,"Joy Daniels",West,Consumer,Toledo,Washington,"United States",US,"North America"
JD-160601,"Julia Dunbar",Oceania,Consumer,Changchun,Queensland,China,APAC,APAC
JD-160602,"Julia Dunbar",South,Consumer,Toulouse,"South Denmark",Spain,EU,EU
JD-160603,"Julia Dunbar",South,Consumer,"Santiago de Cuba","Santiago de Cuba",Mexico,LATAM,LATAM
JD-160604,"Julia Dunbar",West,Consumer,"San Francisco",Texas,"United States",US,"North America"
JD-161501,"Justin Deggeller","Southeast Asia",Corporate,Sydney,"New South Wales",Thailand,APAC,APAC
JD-161502,"Justin Deggeller",North,Corporate,Tamworth,"South Holland","United Kingdom",EU,EU
JD-161503,"Justin Deggeller",South,Corporate,Zacatecas,Zacatecas,Mexico,LATAM,LATAM
JD-161504,"Justin Deggeller",West,Corporate,"Twin Falls",Wisconsin,"United States",US,"North America"
JD-57901,"John Dryer",Africa,Consumer,Jos,Plateau,Tanzania,Africa,Africa
JD-57902,"John Dryer",EMEA,Consumer,Siedlce,Pleven,"United Arab Emirates",EMEA,EMEA
JD-58951,"Jonathan Doherty",Africa,Corporate,Mbeya,Mbeya,Tanzania,Africa,Africa
JD-58952,"Jonathan Doherty",Canada,Corporate,Mississauga,Ontario,Canada,Canada,"North America"
JD-58953,"Jonathan Doherty",EMEA,Corporate,Mamak,Durrës,Turkey,EMEA,EMEA
JD-60151,"Joy Daniels",Africa,Consumer,"Wad Madani",Lagos,Sudan,Africa,Africa
JD-60152,"Joy Daniels",EMEA,Consumer,Vlore,Vlorë,Turkey,EMEA,EMEA
JD-60601,"Julia Dunbar",Africa,Consumer,Lagos,Lagos,"South Africa",Africa,Africa
JD-60602,"Julia Dunbar",EMEA,Consumer,Siauliai,Šiauliai,Turkey,EMEA,EMEA
JD-61501,"Justin Deggeller",Africa,Corporate,"Cape Town","Western Cape","South Africa",Africa,Africa
JD-61502,"Justin Deggeller",EMEA,Corporate,Vinnytsya,Vinnytsya,Ukraine,EMEA,EMEA
JE-154751,"Jeremy Ellison",Oceania,Consumer,Yushu,Shandong,Japan,APAC,APAC
JE-154752,"Jeremy Ellison",North,Consumer,Southport,Stockholm,"United Kingdom",EU,EU
JE-154753,"Jeremy Ellison",North,Consumer,Tegucigalpa,"Santo Domingo",Mexico,LATAM,LATAM
JE-154754,"Jeremy Ellison",West,Consumer,Troy,Washington,"United States",US,"North America"
JE-156101,"Jim Epp","Southeast Asia",Corporate,Whangarei,Yunnan,Vietnam,APAC,APAC
JE-156102,"Jim Epp",Central,Corporate,Lyon,Schleswig-Holstein,Germany,EU,EU
JE-156103,"Jim Epp",South,Corporate,Soyapango,"Santo Domingo",Mexico,LATAM,LATAM
JE-156104,"Jim Epp",West,Corporate,"San Diego",Wisconsin,"United States",US,"North America"
JE-157151,"Joe Elijah","Southeast Asia",Consumer,Tianjin,"Uttar Pradesh","South Korea",APAC,APAC
JE-157152,"Joe Elijah",North,Consumer,Viroflay,Vienna,"United Kingdom",EU,EU
JE-157153,"Joe Elijah",South,Consumer,"Santiago de los Caballeros",Veracruz,Venezuela,LATAM,LATAM
JE-157154,"Joe Elijah",West,Consumer,Seattle,Washington,"United States",US,"North America"
JE-157451,"Joel Eaton","Southeast Asia",Consumer,Sydney,Queensland,Philippines,APAC,APAC
JE-157452,"Joel Eaton",South,Consumer,Wuppertal,Valenciana,"United Kingdom",EU,EU
JE-157453,"Joel Eaton",South,Consumer,Tegucigalpa,"São Paulo",Honduras,LATAM,LATAM
JE-157454,"Joel Eaton",West,Consumer,"San Jose",Texas,"United States",US,"North America"
JE-161651,"Justin Ellison","Southeast Asia",Corporate,"Upper Hutt","Western Australia",Philippines,APAC,APAC
JE-161652,"Justin Ellison",South,Corporate,Vienna,Zeeland,Norway,EU,EU
JE-161653,"Justin Ellison",South,Corporate,Tegucigalpa,"São Paulo",Mexico,LATAM,LATAM
JE-161654,"Justin Ellison",West,Corporate,Woodland,Wisconsin,"United States",US,"North America"
JE-54751,"Jeremy Ellison",Africa,Consumer,Mostaganem,Mostaganem,Zambia,Africa,Africa
JE-54752,"Jeremy Ellison",EMEA,Consumer,Oradea,Khmel'nyts'kyy,Ukraine,EMEA,EMEA
JE-56101,"Jim Epp",Africa,Corporate,Mwanza,Osun,Tanzania,Africa,Africa
JE-56102,"Jim Epp",EMEA,Corporate,Mary,Mary,Turkmenistan,EMEA,EMEA
JE-57151,"Joe Elijah",Africa,Consumer,Lagos,Lagos,Uganda,Africa,Africa
JE-57152,"Joe Elijah",EMEA,Consumer,Khorramabad,Lorestan,Turkey,EMEA,EMEA
JE-57451,"Joel Eaton",Africa,Consumer,Kuito,Bie,Angola,Africa,Africa
JE-57452,"Joel Eaton",EMEA,Consumer,Zaporizhzhya,Zaporizhzhya,Uzbekistan,EMEA,EMEA
JE-61651,"Justin Ellison",Africa,Corporate,Misratah,Yobe,"South Africa",Africa,Africa
JE-61652,"Justin Ellison",EMEA,Corporate,Tbilisi,Tbilisi,Iran,EMEA,EMEA
JF-151901,"Jamie Frazer","Southeast Asia",Consumer,Sydney,"Sumatera Selatan",Indonesia,APAC,APAC
JF-151902,"Jamie Frazer",South,Consumer,Villeurbanne,Veneto,Italy,EU,EU
JF-151903,"Jamie Frazer",South,Consumer,Santiago,Sinaloa,Mexico,LATAM,LATAM
JF-151904,"Jamie Frazer",West,Consumer,Philadelphia,Tennessee,"United States",US,"North America"
JF-152951,"Jason Fortune-","Southeast Asia",Consumer,Singapore,Victoria,Thailand,APAC,APAC
JF-152952,"Jason Fortune-",South,Consumer,Wolverhampton,Valenciana,"United Kingdom",EU,EU
JF-152953,"Jason Fortune-",South,Consumer,Soyapango,"São Paulo",Panama,LATAM,LATAM
JF-152954,"Jason Fortune-",West,Consumer,"Sterling Heights",Washington,"United States",US,"North America"
JF-153551,"Jay Fein",Oceania,Consumer,Seoul,"Uttar Pradesh","South Korea",APAC,APAC
JF-153552,"Jay Fein",South,Consumer,Vienna,Vienna,"United Kingdom",EU,EU
JF-153553,"Jay Fein",North,Consumer,"San Salvador",Tamaulipas,Mexico,LATAM,LATAM
JF-153554,"Jay Fein",West,Consumer,"San Diego",Texas,"United States",US,"North America"
JF-154151,"Jennifer Ferguson","Southeast Asia",Consumer,Visakhapatnam,"Sumatera Selatan",Philippines,APAC,APAC
JF-154152,"Jennifer Ferguson",North,Consumer,Niort,Poitou-Charentes,"United Kingdom",EU,EU
JF-154153,"Jennifer Ferguson",North,Consumer,Zapopan,Quezaltenango,Panama,LATAM,LATAM
JF-154154,"Jennifer Ferguson",West,Consumer,Spokane,Washington,"United States",US,"North America"
JF-154901,"Jeremy Farry","Southeast Asia",Consumer,Wellington,Wellington,Thailand,APAC,APAC
JF-154902,"Jeremy Farry",South,Consumer,Vienna,Vienna,Sweden,EU,EU
JF-154903,"Jeremy Farry",South,Consumer,"Villa Nueva",Michoacán,Mexico,LATAM,LATAM
JF-154904,"Jeremy Farry",West,Consumer,Waterbury,Washington,"United States",US,"North America"
JF-155651,"Jill Fjeld","Southeast Asia",Consumer,Pune,Victoria,Philippines,APAC,APAC
JF-155652,"Jill Fjeld",South,Consumer,York,Valenciana,"United Kingdom",EU,EU
JF-155653,"Jill Fjeld",South,Consumer,"Santo Domingo",Tamaulipas,Mexico,LATAM,LATAM
JF-155654,"Jill Fjeld",West,Consumer,"San Francisco",Virginia,"United States",US,"North America"
JF-51901,"Jamie Frazer",Africa,Consumer,"Cape Coast",Central,Madagascar,Africa,Africa
JF-51902,"Jamie Frazer",EMEA,Consumer,Warsaw,Mersin,Turkey,EMEA,EMEA
JF-52951,"Jason Fortune-",Africa,Consumer,Igurusi,Oyo,Tanzania,Africa,Africa
JF-52952,"Jason Fortune-",Canada,Consumer,Winnipeg,Manitoba,Canada,Canada,"North America"
JF-52953,"Jason Fortune-",EMEA,Consumer,Zagreb,Kermanshah,Kyrgyzstan,EMEA,EMEA
JF-53551,"Jay Fein",Africa,Consumer,Ilorin,"Western Cape","South Africa",Africa,Africa
JF-53552,"Jay Fein",EMEA,Consumer,"Ulan Bator",Ulaanbaatar,Turkey,EMEA,EMEA
JF-54151,"Jennifer Ferguson",Africa,Consumer,Vryburg,North-West,"South Africa",Africa,Africa
JF-54152,"Jennifer Ferguson",EMEA,Consumer,Urganch,"North Lebanon",Uzbekistan,EMEA,EMEA
JF-54901,"Jeremy Farry",Africa,Consumer,Safi,Niger,Nigeria,Africa,Africa
JF-54902,"Jeremy Farry",EMEA,Consumer,Tbilisi,Tbilisi,Ukraine,EMEA,EMEA
JF-55651,"Jill Fjeld",Africa,Consumer,Kinshasa,Kinshasa,Egypt,Africa,Africa
JF-55652,"Jill Fjeld",EMEA,Consumer,Jerusalem,Jerusalem,Turkey,EMEA,EMEA
JG-151151,"Jack Garza",Oceania,Consumer,Xi'an,Shaanxi,India,APAC,APAC
JG-151152,"Jack Garza",South,Consumer,Wiesbaden,"Västra Götaland",Sweden,EU,EU
JG-151153,"Jack Garza",North,Consumer,"Mexico City",Yucatán,Mexico,LATAM,LATAM
JG-151154,"Jack Garza",West,Consumer,Jacksonville,Washington,"United States",US,"North America"
JG-151601,"James Galang","Southeast Asia",Consumer,Suwon,Victoria,"South Korea",APAC,APAC
JG-151602,"James Galang",South,Consumer,Widnes,Rhône-Alpes,"United Kingdom",EU,EU
JG-151603,"James Galang",South,Consumer,Tlalnepantla,Yucatán,Panama,LATAM,LATAM
JG-151604,"James Galang",West,Consumer,Pocatello,Texas,"United States",US,"North America"
JG-153101,"Jason Gross","Southeast Asia",Corporate,Tianjin,Tianjin,Thailand,APAC,APAC
JG-153102,"Jason Gross",North,Corporate,Wattrelos,Nord-Pas-de-Calais,"United Kingdom",EU,EU
JG-153103,"Jason Gross",South,Corporate,Soacha,"Villa Clara",Mexico,LATAM,LATAM
JG-153104,"Jason Gross",West,Corporate,Providence,Texas,"United States",US,"North America"
JG-158051,"John Grady","Southeast Asia",Corporate,Shanghai,"Western Australia",Vietnam,APAC,APAC
JG-158052,"John Grady",South,Corporate,Worms,Vienna,"United Kingdom",EU,EU
JG-158053,"John Grady",North,Corporate,"Mexico City","San Salvador",Mexico,LATAM,LATAM
JG-158054,"John Grady",West,Corporate,"San Diego",Utah,"United States",US,"North America"
JG-51151,"Jack Garza",Africa,Consumer,Tangier,Tanger-Tétouan,Zimbabwe,Africa,Africa
JG-51152,"Jack Garza",EMEA,Consumer,Warsaw,Nevsehir,Turkey,EMEA,EMEA
JG-51601,"James Galang",Africa,Consumer,"Port Harcourt","Western Cape","South Africa",Africa,Africa
JG-51602,"James Galang",EMEA,Consumer,Oleksandriya,Kirovohrad,Ukraine,EMEA,EMEA
JG-53101,"Jason Gross",EMEA,Corporate,"Ulan Bator",Vrancea,Turkey,EMEA,EMEA
JG-58051,"John Grady",Africa,Corporate,"East London","Eastern Cape","South Africa",Africa,Africa
JG-58052,"John Grady",EMEA,Corporate,Menemen,Izmir,Turkey,EMEA,EMEA
JH-154301,"Jennifer Halladay","Southeast Asia",Consumer,Tawau,Wellington,Vietnam,APAC,APAC
JH-154302,"Jennifer Halladay",Central,Consumer,Montesson,"South Holland",Netherlands,EU,EU
JH-154303,"Jennifer Halladay",South,Consumer,Soyapango,Veracruz,Nicaragua,LATAM,LATAM
JH-154304,"Jennifer Halladay",West,Consumer,Medford,Oregon,"United States",US,"North America"
JH-158201,"John Huston","Southeast Asia",Consumer,Sukkur,Victoria,Pakistan,APAC,APAC
JH-158202,"John Huston",South,Consumer,Vitrolles,"South Holland","United Kingdom",EU,EU
JH-158203,"John Huston",South,Consumer,Zapopan,"San Salvador",Uruguay,LATAM,LATAM
JH-158204,"John Huston",South,Consumer,"New York City",Ohio,"United States",US,"North America"
JH-159101,"Jonathan Howell","Southeast Asia",Consumer,Wellington,"Western Australia",Singapore,APAC,APAC
JH-159102,"Jonathan Howell",North,Consumer,Talence,"North Rhine-Westphalia","United Kingdom",EU,EU
JH-159103,"Jonathan Howell",South,Consumer,Tlalnepantla,"Santa Catarina",Nicaragua,LATAM,LATAM
JH-159104,"Jonathan Howell",West,Consumer,"West Palm Beach",Texas,"United States",US,"North America"
JH-159851,"Joseph Holt","Southeast Asia",Consumer,"Wagga Wagga",Victoria,Thailand,APAC,APAC
JH-159852,"Joseph Holt",South,Consumer,Valdemoro,Madrid,Spain,EU,EU
JH-159853,"Joseph Holt",South,Consumer,"Villa Nueva",Sonora,Nicaragua,LATAM,LATAM
JH-159854,"Joseph Holt",West,Consumer,Seattle,Washington,"United States",US,"North America"
JH-161801,"Justin Hirsh","Southeast Asia",Consumer,Yangon,Yogyakarta,Philippines,APAC,APAC
JH-161802,"Justin Hirsh",South,Consumer,Villenave-d'Ornon,Valenciana,"United Kingdom",EU,EU
JH-161803,"Justin Hirsh",South,Consumer,"San Salvador","San Salvador",Nicaragua,LATAM,LATAM
JH-161804,"Justin Hirsh",West,Consumer,Pueblo,Pennsylvania,"United States",US,"North America"
JH-54301,"Jennifer Halladay",Africa,Consumer,Nzerekore,Tadla-Azilal,"South Africa",Africa,Africa
JH-54302,"Jennifer Halladay",Canada,Consumer,Mississauga,Ontario,Canada,Canada,"North America"
JH-54303,"Jennifer Halladay",EMEA,Consumer,Duzce,Düzce,Turkey,EMEA,EMEA
JH-58201,"John Huston",Africa,Consumer,Warri,"Eastern Cape","South Africa",Africa,Africa
JH-58202,"John Huston",EMEA,Consumer,Zaporizhzhya,Zaporizhzhya,Ukraine,EMEA,EMEA
JH-59101,"Jonathan Howell",Africa,Consumer,Owerri,Kigali,"South Africa",Africa,Africa
JH-59102,"Jonathan Howell",Canada,Consumer,"North York",Ontario,Canada,Canada,"North America"
JH-59103,"Jonathan Howell",EMEA,Consumer,Prague,Prague,Ukraine,EMEA,EMEA
JH-59851,"Joseph Holt",Africa,Consumer,"Wad Madani",Nairobi,Sudan,Africa,Africa
JH-59852,"Joseph Holt",EMEA,Consumer,Riyadh,Namangan,Uzbekistan,EMEA,EMEA
JH-61801,"Justin Hirsh",Africa,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,"South Africa",Africa,Africa
JH-61802,"Justin Hirsh",Canada,Consumer,Saskatoon,Saskatchewan,Canada,Canada,"North America"
JH-61803,"Justin Hirsh",EMEA,Consumer,Kermanshah,Kermanshah,Turkey,EMEA,EMEA
JJ-154451,"Jennifer Jackson","Southeast Asia",Consumer,Porirua,Wellington,Thailand,APAC,APAC
JJ-154452,"Jennifer Jackson",South,Consumer,Wattrelos,Uusimaa,"United Kingdom",EU,EU
JJ-154453,"Jennifer Jackson",North,Consumer,Tijuana,"Saint Catherine",Panama,LATAM,LATAM
JJ-154454,"Jennifer Jackson",West,Consumer,Waukesha,Wisconsin,"United States",US,"North America"
JJ-157601,"Joel Jenkins",Oceania,"Home Office",Warrnambool,Zhejiang,India,APAC,APAC
JJ-157602,"Joel Jenkins",South,"Home Office",Waiblingen,Vienna,"United Kingdom",EU,EU
JJ-157603,"Joel Jenkins",South,"Home Office","Santiago de los Caballeros",Tamaulipas,Mexico,LATAM,LATAM
JJ-157604,"Joel Jenkins",South,"Home Office",Springfield,Virginia,"United States",US,"North America"
JJ-54451,"Jennifer Jackson",Africa,Consumer,Bamenda,Nord-Ouest,Ghana,Africa,Africa
JJ-54452,"Jennifer Jackson",EMEA,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA
JJ-57601,"Joel Jenkins",Africa,"Home Office","Wad Madani",Gezira,Tanzania,Africa,Africa
JJ-57602,"Joel Jenkins",EMEA,"Home Office",Tabuk,Tabuk,Turkmenistan,EMEA,EMEA
JK-152051,"Jamie Kunitz","Southeast Asia",Consumer,Perth,"Western Australia",Thailand,APAC,APAC
JK-152052,"Jamie Kunitz",South,Consumer,Rome,"Provence-Alpes-Côte d'Azur",Italy,EU,EU
JK-152053,"Jamie Kunitz",South,Consumer,Soyapango,Sonora,Mexico,LATAM,LATAM
JK-152054,"Jamie Kunitz",West,Consumer,"San Francisco",Virginia,"United States",US,"North America"
JK-153251,"Jason Klamczynski","Southeast Asia",Corporate,Sydney,"Western Australia",Thailand,APAC,APAC
JK-153252,"Jason Klamczynski",South,Corporate,Vittoria,Thuringia,Italy,EU,EU
JK-153253,"Jason Klamczynski",North,Corporate,"Santiago de los Caballeros",Sinaloa,Panama,LATAM,LATAM
JK-153254,"Jason Klamczynski",West,Corporate,"Los Angeles",Texas,"United States",US,"North America"
JK-153701,"Jay Kimmel","Southeast Asia",Consumer,Queanbeyan,"South Australia",Japan,APAC,APAC
JK-153702,"Jay Kimmel",South,Consumer,Saint-Denis,Styria,Spain,EU,EU
JK-153703,"Jay Kimmel",South,Consumer,"Sahuayo de José María Morelos",Michoacán,Venezuela,LATAM,LATAM
JK-153704,"Jay Kimmel",West,Consumer,"San Francisco",Pennsylvania,"United States",US,"North America"
JK-156251,"Jim Karlsson","Southeast Asia",Consumer,Visakhapatnam,Shanghai,Indonesia,APAC,APAC
JK-156252,"Jim Karlsson",South,Consumer,Vigo,Scotland,"United Kingdom",EU,EU
JK-156253,"Jim Karlsson",South,Consumer,Vassouras,Santiago,Mexico,LATAM,LATAM
JK-156254,"Jim Karlsson",West,Consumer,Seattle,Washington,"United States",US,"North America"
JK-156401,"Jim Kriz","Southeast Asia","Home Office",Townsville,"Sumatera Barat",Indonesia,APAC,APAC
JK-156402,"Jim Kriz",South,"Home Office",Vienna,Vienna,Netherlands,EU,EU
JK-156403,"Jim Kriz",South,"Home Office","Santo Domingo",Tamaulipas,Panama,LATAM,LATAM
JK-156404,"Jim Kriz",West,"Home Office",Seattle,Washington,"United States",US,"North America"
JK-157301,"Joe Kamberova","Southeast Asia",Consumer,Wollongong,"Uttar Pradesh",Philippines,APAC,APAC
JK-157302,"Joe Kamberova",South,Consumer,Zurich,Zürich,"United Kingdom",EU,EU
JK-157303,"Joe Kamberova",South,Consumer,Votuporanga,"São Paulo",Mexico,LATAM,LATAM
JK-157304,"Joe Kamberova",West,Consumer,Mobile,Texas,"United States",US,"North America"
JK-160901,"Juliana Krohn","Southeast Asia",Consumer,Wuchuan,Singapore,Thailand,APAC,APAC
JK-160902,"Juliana Krohn",South,Consumer,Zurich,Zürich,Switzerland,EU,EU
JK-160903,"Juliana Krohn",South,Consumer,"Santo Domingo","Santo Domingo",Peru,LATAM,LATAM
JK-160904,"Juliana Krohn",West,Consumer,Springfield,Oregon,"United States",US,"North America"
JK-161201,"Julie Kriz","Southeast Asia","Home Office",Palembang,"West Bengal",Indonesia,APAC,APAC
JK-161202,"Julie Kriz",South,"Home Office",Paris,Madrid,"United Kingdom",EU,EU
JK-161203,"Julie Kriz",South,"Home Office","Santo Domingo","Santo Domingo",Mexico,LATAM,LATAM
JK-161204,"Julie Kriz",West,"Home Office","San Diego",Texas,"United States",US,"North America"
JK-52051,"Jamie Kunitz",Africa,Consumer,Porto-Novo,Ouémé,Benin,Africa,Africa
JK-52052,"Jamie Kunitz",EMEA,Consumer,Rasht,Ninawa,"Saudi Arabia",EMEA,EMEA
JK-53251,"Jason Klamczynski",Africa,Corporate,Warri,Delta,Nigeria,Africa,Africa
JK-53701,"Jay Kimmel",Africa,Consumer,Sohag,Suhaj,Nigeria,Africa,Africa
JK-53702,"Jay Kimmel",EMEA,Consumer,Warsaw,Sofiya-Grad,Poland,EMEA,EMEA
JK-56251,"Jim Karlsson",Africa,Consumer,Mogadishu,Souss-Massa-Draâ,Somalia,Africa,Africa
JK-56252,"Jim Karlsson",Canada,Consumer,London,Ontario,Canada,Canada,"North America"
JK-56253,"Jim Karlsson",EMEA,Consumer,Ardabil,Ardabil,Iran,EMEA,EMEA
JK-56401,"Jim Kriz",Africa,"Home Office",Kinshasa,Kinshasa,"Democratic Republic of the Congo",Africa,Africa
JK-56402,"Jim Kriz",EMEA,"Home Office","Kryvyy Rih",Dnipropetrovs'k,Ukraine,EMEA,EMEA
JK-57301,"Joe Kamberova",Africa,Consumer,Nairobi,Nairobi,Zambia,Africa,Africa
JK-57302,"Joe Kamberova",EMEA,Consumer,Warsaw,Vladimir,Russia,EMEA,EMEA
JK-60901,"Juliana Krohn",Africa,Consumer,Luanda,Luanda,Sudan,Africa,Africa
JK-60902,"Juliana Krohn",Canada,Consumer,Kingston,Ontario,Canada,Canada,"North America"
JK-60903,"Juliana Krohn",EMEA,Consumer,Konya,Konya,Turkey,EMEA,EMEA
JK-61201,"Julie Kriz",Africa,"Home Office",Matadi,Dakar,Senegal,Africa,Africa
